@RELATION dados

@ATTRIBUTE A1	REAL
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	REAL
@ATTRIBUTE A4	REAL
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	REAL
@ATTRIBUTE A7	REAL
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	REAL
@ATTRIBUTE A10	REAL
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	REAL
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	REAL
@ATTRIBUTE A15	REAL
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	REAL
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	REAL
@ATTRIBUTE A20	REAL
@ATTRIBUTE A21	REAL
@ATTRIBUTE A22	REAL
@ATTRIBUTE A23	REAL
@ATTRIBUTE A24	REAL
@ATTRIBUTE A25	REAL
@ATTRIBUTE A26	REAL
@ATTRIBUTE A27	REAL
@ATTRIBUTE A28	REAL
@ATTRIBUTE A29	REAL
@ATTRIBUTE A30	REAL
@ATTRIBUTE A31	REAL
@ATTRIBUTE A32	REAL
@ATTRIBUTE A33	REAL
@ATTRIBUTE A34	REAL
@ATTRIBUTE A35	REAL
@ATTRIBUTE A36	REAL
@ATTRIBUTE A37	REAL
@ATTRIBUTE A38	REAL
@ATTRIBUTE A39	REAL
@ATTRIBUTE A40	REAL
@ATTRIBUTE A41	REAL
@ATTRIBUTE A42	REAL
@ATTRIBUTE A43	REAL
@ATTRIBUTE A44	REAL
@ATTRIBUTE A45	REAL
@ATTRIBUTE A46	REAL
@ATTRIBUTE A47	REAL
@ATTRIBUTE A48	REAL
@ATTRIBUTE A49	REAL
@ATTRIBUTE A50	REAL
@ATTRIBUTE A51	REAL
@ATTRIBUTE A52	REAL
@ATTRIBUTE A53	REAL
@ATTRIBUTE A54	REAL
@ATTRIBUTE A55	REAL
@ATTRIBUTE A56	REAL
@ATTRIBUTE A57	REAL
@ATTRIBUTE A58	REAL
@ATTRIBUTE A59	REAL
@ATTRIBUTE A60	REAL
@ATTRIBUTE A61	REAL
@ATTRIBUTE A62	REAL
@ATTRIBUTE A63	REAL
@ATTRIBUTE A64	REAL
@ATTRIBUTE A65	REAL
@ATTRIBUTE A66	REAL
@ATTRIBUTE A67	REAL
@ATTRIBUTE A68	REAL
@ATTRIBUTE A69	REAL
@ATTRIBUTE A70	REAL
@ATTRIBUTE A71	REAL
@ATTRIBUTE A72	REAL
@ATTRIBUTE A73	REAL
@ATTRIBUTE A74	REAL
@ATTRIBUTE A75	REAL
@ATTRIBUTE A76	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.021563, 0.043127, 0.067385, 0.091644, 0.113208, 0.134771, 0.159030, 0.185984, 0.210243, 0.234501, 0.258760, 0.285714, 0.315364, 0.342318, 0.377358, 0.409704, 0.450135, 0.493261, 0.536388, 0.584906, 0.633423, 0.684636, 0.752022, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.997305, 0.018585, 0.039145, 0.059633, 0.080892, 0.102077, 0.123611, 0.144419, 0.167203, 0.189028, 0.211071, 0.233753, 0.256813, 0.280876, 0.305025, 0.331224, 0.357829, 0.385496, 0.414702, 0.446437, 0.481223, 0.519453, 0.562768, 0.617214, 0.684433, 0.730233, 0.767649, 0.800822, 0.829302, 0.855704, 0.878895, 0.899848, 0.918433, 0.935521, 0.950109, 0.963042, 0.973910, 0.983210, 0.990301, 26
0.019851, 0.042184, 0.064516, 0.084367, 0.109181, 0.129032, 0.153846, 0.173697, 0.196030, 0.218362, 0.238213, 0.263027, 0.290323, 0.317618, 0.347395, 0.377171, 0.406948, 0.441687, 0.473945, 0.511166, 0.555831, 0.595533, 0.645161, 0.707196, 0.918114, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.018386, 0.037301, 0.057768, 0.077680, 0.098455, 0.118479, 0.139623, 0.160127, 0.181776, 0.202747, 0.224557, 0.246526, 0.269000, 0.291770, 0.315943, 0.340104, 0.365903, 0.392294, 0.420272, 0.449692, 0.481229, 0.515710, 0.553615, 0.599462, 0.661687, 0.718174, 0.760586, 0.796594, 0.826925, 0.854435, 0.878387, 0.900061, 0.919481, 0.936303, 0.951105, 0.964355, 0.976030, 0.985623, 26
0.023904, 0.047809, 0.075697, 0.103586, 0.133466, 0.157371, 0.183267, 0.209163, 0.239044, 0.268924, 0.300797, 0.334661, 0.368526, 0.406375, 0.446215, 0.488048, 0.537849, 0.591633, 0.637450, 0.693227, 0.822709, 0.966135, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.998008, 0.019397, 0.040515, 0.062904, 0.085126, 0.107951, 0.130403, 0.153490, 0.177029, 0.201005, 0.225623, 0.250940, 0.277004, 0.304011, 0.332336, 0.362343, 0.393867, 0.428620, 0.465929, 0.508413, 0.558666, 0.627474, 0.676275, 0.717639, 0.753163, 0.784845, 0.813566, 0.839661, 0.862994, 0.884288, 0.903509, 0.920747, 0.935985, 0.949326, 0.961112, 0.971135, 0.979619, 0.986365, 0.991667, 26
0.021164, 0.047619, 0.079365, 0.111111, 0.142857, 0.174603, 0.203704, 0.232804, 0.261905, 0.296296, 0.328042, 0.365079, 0.399471, 0.441799, 0.481481, 0.526455, 0.563492, 0.624339, 0.671958, 0.753968, 0.896825, 0.976190, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.997354, 0.019876, 0.041138, 0.063114, 0.086210, 0.108956, 0.132275, 0.155735, 0.179964, 0.204726, 0.230887, 0.256600, 0.283615, 0.312141, 0.342124, 0.372680, 0.407071, 0.443073, 0.485079, 0.531746, 0.599115, 0.650934, 0.692842, 0.730719, 0.763291, 0.793049, 0.820330, 0.845231, 0.867151, 0.887825, 0.905728, 0.921993, 0.936606, 0.949679, 0.960849, 0.970648, 0.978654, 0.985415, 0.990706, 26
0.021231, 0.042463, 0.063694, 0.089172, 0.110403, 0.131635, 0.154989, 0.178344, 0.199575, 0.222930, 0.248408, 0.273885, 0.303609, 0.333333, 0.363057, 0.397028, 0.430998, 0.467091, 0.505308, 0.547771, 0.594480, 0.649682, 0.723992, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.997877, 0.018238, 0.038739, 0.058736, 0.080021, 0.100631, 0.121339, 0.142489, 0.163838, 0.185015, 0.207248, 0.229281, 0.251703, 0.275062, 0.298926, 0.323430, 0.349485, 0.376134, 0.404181, 0.434338, 0.466677, 0.501548, 0.541415, 0.589503, 0.656921, 0.707561, 0.748013, 0.782813, 0.813141, 0.841224, 0.866197, 0.888745, 0.908741, 0.926141, 0.941900, 0.955802, 0.967711, 0.978295, 0.986761, 26
0.022624, 0.045249, 0.072398, 0.095023, 0.115385, 0.140271, 0.167421, 0.194570, 0.221719, 0.253394, 0.282805, 0.312217, 0.346154, 0.375566, 0.411765, 0.447964, 0.488688, 0.533937, 0.588235, 0.656109, 0.751131, 0.920814, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.997738, 0.019768, 0.040652, 0.061721, 0.083209, 0.105178, 0.126994, 0.149608, 0.172284, 0.195307, 0.218730, 0.242788, 0.267234, 0.292510, 0.319639, 0.347679, 0.377214, 0.408806, 0.444033, 0.483027, 0.529924, 0.597265, 0.650181, 0.693198, 0.730237, 0.763887, 0.794015, 0.821605, 0.846574, 0.869433, 0.890051, 0.908704, 0.925391, 0.940224, 0.953707, 0.964968, 0.974591, 0.982658, 0.989445, 26
0.020747, 0.045643, 0.070539, 0.091286, 0.116183, 0.139004, 0.163900, 0.188797, 0.217842, 0.246888, 0.275934, 0.307054, 0.338174, 0.373444, 0.412863, 0.456432, 0.500000, 0.547718, 0.597510, 0.653527, 0.713693, 0.877593, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.019017, 0.040943, 0.061948, 0.083366, 0.105138, 0.127331, 0.149068, 0.171941, 0.194806, 0.217894, 0.241852, 0.266481, 0.292230, 0.318684, 0.346792, 0.376293, 0.406768, 0.440462, 0.477058, 0.519593, 0.569747, 0.638832, 0.688272, 0.729042, 0.764303, 0.795811, 0.824194, 0.849865, 0.872910, 0.893580, 0.912217, 0.928892, 0.943536, 0.956294, 0.967167, 0.976455, 0.983842, 0.990014, 26
0.023301, 0.052427, 0.075728, 0.100971, 0.126214, 0.149515, 0.174757, 0.201942, 0.229126, 0.256311, 0.285437, 0.318447, 0.357282, 0.384466, 0.415534, 0.454369, 0.493204, 0.547573, 0.605825, 0.675728, 0.759223, 0.926214, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.998058, 0.019048, 0.040818, 0.062453, 0.084411, 0.106212, 0.128502, 0.151147, 0.173634, 0.196905, 0.220424, 0.244856, 0.269454, 0.294859, 0.321568, 0.349718, 0.379957, 0.411929, 0.446459, 0.485625, 0.531066, 0.601723, 0.654968, 0.697853, 0.735421, 0.768842, 0.799344, 0.826868, 0.851896, 0.874556, 0.894953, 0.913526, 0.930078, 0.944443, 0.957036, 0.967850, 0.977080, 0.984696, 0.990736, 26
0.021645, 0.043290, 0.064935, 0.090909, 0.114719, 0.138528, 0.162338, 0.190476, 0.214286, 0.240260, 0.270563, 0.300866, 0.333333, 0.367965, 0.404762, 0.441558, 0.478355, 0.517316, 0.558442, 0.599567, 0.658009, 0.729437, 0.939394, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.997835, 0.018609, 0.039439, 0.060006, 0.082017, 0.103540, 0.124885, 0.146971, 0.169056, 0.191432, 0.214604, 0.237711, 0.261614, 0.286520, 0.311969, 0.338459, 0.366953, 0.395748, 0.426463, 0.459877, 0.496140, 0.538071, 0.590918, 0.658740, 0.704859, 0.744308, 0.778396, 0.809543, 0.837231, 0.861603, 0.883660, 0.903581, 0.921319, 0.937023, 0.951069, 0.963260, 0.974017, 0.982956, 0.989899, 26
0.020747, 0.045643, 0.066390, 0.091286, 0.114108, 0.136929, 0.159751, 0.182573, 0.207469, 0.234440, 0.263485, 0.290456, 0.321577, 0.352697, 0.383817, 0.419087, 0.452282, 0.491701, 0.537344, 0.578838, 0.632780, 0.697095, 0.939834, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.018500, 0.039875, 0.060398, 0.081731, 0.102667, 0.124697, 0.146339, 0.168024, 0.190320, 0.212823, 0.236334, 0.260188, 0.284336, 0.309550, 0.335316, 0.362614, 0.391341, 0.421463, 0.453944, 0.489687, 0.529588, 0.576264, 0.642603, 0.697646, 0.740061, 0.775865, 0.807588, 0.835841, 0.861185, 0.883869, 0.904160, 0.921859, 0.937432, 0.951034, 0.962940, 0.973003, 0.981698, 0.988430, 26
0.021834, 0.043668, 0.065502, 0.091703, 0.113537, 0.135371, 0.159389, 0.183406, 0.209607, 0.237991, 0.266376, 0.294760, 0.327511, 0.362445, 0.401747, 0.436681, 0.478166, 0.517467, 0.556769, 0.600437, 0.657205, 0.727074, 0.934498, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.997817, 0.018630, 0.039416, 0.060668, 0.082235, 0.103841, 0.125112, 0.146908, 0.168866, 0.191606, 0.214536, 0.238258, 0.262018, 0.286760, 0.312666, 0.339620, 0.367327, 0.397018, 0.428110, 0.461728, 0.498341, 0.541494, 0.597414, 0.662974, 0.708348, 0.747573, 0.781164, 0.812160, 0.839458, 0.863761, 0.885662, 0.905179, 0.922646, 0.938140, 0.952079, 0.964083, 0.974343, 0.983038, 0.989789, 26
0.028455, 0.052846, 0.077236, 0.097561, 0.121951, 0.142276, 0.166667, 0.191057, 0.217480, 0.243902, 0.270325, 0.304878, 0.329268, 0.359756, 0.390244, 0.422764, 0.455285, 0.495935, 0.538618, 0.589431, 0.656504, 0.745935, 0.813008, 0.898374, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.018037, 0.038130, 0.058580, 0.079880, 0.100188, 0.121241, 0.142764, 0.164048, 0.186265, 0.208821, 0.231509, 0.254891, 0.278852, 0.303688, 0.329665, 0.355749, 0.383626, 0.413527, 0.444254, 0.477452, 0.513253, 0.555638, 0.622009, 0.672582, 0.713481, 0.748645, 0.781091, 0.809670, 0.835605, 0.859996, 0.881973, 0.902241, 0.921112, 0.937446, 0.952492, 0.965869, 0.977774, 0.987706, 27
0.029126, 0.058252, 0.084951, 0.109223, 0.133495, 0.155340, 0.182039, 0.208738, 0.235437, 0.264563, 0.296117, 0.327670, 0.356796, 0.393204, 0.427184, 0.463592, 0.500000, 0.550971, 0.597087, 0.645631, 0.691748, 0.781553, 0.944175, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.997573, 0.018416, 0.040001, 0.060361, 0.081959, 0.103485, 0.125200, 0.146856, 0.169290, 0.192125, 0.214924, 0.238983, 0.262996, 0.288210, 0.314167, 0.341243, 0.369179, 0.399166, 0.431179, 0.465536, 0.502651, 0.545798, 0.606348, 0.662527, 0.705769, 0.742660, 0.774649, 0.804458, 0.830498, 0.854958, 0.877121, 0.896503, 0.914401, 0.930920, 0.945259, 0.958054, 0.969319, 0.978615, 0.986674, 27
0.022670, 0.042821, 0.065491, 0.085642, 0.105793, 0.130982, 0.153652, 0.178841, 0.204030, 0.229219, 0.254408, 0.282116, 0.309824, 0.342569, 0.375315, 0.410579, 0.445844, 0.481108, 0.518892, 0.561713, 0.627204, 0.692695, 0.778338, 0.909320, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.017969, 0.038044, 0.057827, 0.078663, 0.099347, 0.120488, 0.141210, 0.162491, 0.184685, 0.206574, 0.228959, 0.252283, 0.276088, 0.300516, 0.325629, 0.351642, 0.378608, 0.407324, 0.437577, 0.470760, 0.507331, 0.546136, 0.597783, 0.662145, 0.706114, 0.744323, 0.777925, 0.807403, 0.833975, 0.858530, 0.880572, 0.900647, 0.919059, 0.935683, 0.951583, 0.964374, 0.975845, 0.986149, 27
0.022099, 0.052486, 0.074586, 0.096685, 0.121547, 0.143646, 0.162983, 0.187845, 0.212707, 0.243094, 0.270718, 0.298343, 0.323204, 0.350829, 0.381215, 0.417127, 0.453039, 0.491713, 0.533149, 0.602210, 0.745856, 0.831492, 0.917127, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.997238, 0.016147, 0.037285, 0.057981, 0.079424, 0.100546, 0.122081, 0.143479, 0.165380, 0.187571, 0.210097, 0.233433, 0.257440, 0.281783, 0.306752, 0.333186, 0.360245, 0.388022, 0.418607, 0.450551, 0.490187, 0.550105, 0.613229, 0.657733, 0.694866, 0.728046, 0.758402, 0.786957, 0.814078, 0.839169, 0.862565, 0.884512, 0.904505, 0.922927, 0.939440, 0.955114, 0.968362, 0.979976, 0.989118, 27
0.020446, 0.044610, 0.066914, 0.089219, 0.111524, 0.135688, 0.159851, 0.184015, 0.213755, 0.243494, 0.271375, 0.301115, 0.330855, 0.364312, 0.395911, 0.434944, 0.477695, 0.520446, 0.561338, 0.605948, 0.659851, 0.763941, 0.836431, 0.992565, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.017945, 0.038522, 0.059030, 0.079995, 0.100593, 0.121737, 0.143323, 0.164985, 0.186751, 0.209498, 0.232411, 0.256409, 0.280407, 0.305538, 0.332196, 0.359545, 0.387965, 0.418126, 0.450139, 0.483845, 0.522353, 0.565678, 0.615546, 0.678881, 0.720471, 0.756291, 0.787800, 0.816220, 0.841945, 0.865452, 0.886735, 0.906462, 0.923847, 0.939712, 0.953974, 0.966591, 0.977854, 0.987410, 27
0.024194, 0.051075, 0.072581, 0.091398, 0.110215, 0.131720, 0.153226, 0.177419, 0.198925, 0.223118, 0.250000, 0.271505, 0.301075, 0.325269, 0.354839, 0.384409, 0.416667, 0.451613, 0.486559, 0.518817, 0.561828, 0.615591, 0.696237, 0.766129, 0.983871, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.997312, 0.016909, 0.036724, 0.056611, 0.076888, 0.097555, 0.117542, 0.138253, 0.159050, 0.180021, 0.201700, 0.223407, 0.245288, 0.268673, 0.291696, 0.315297, 0.339953, 0.365548, 0.391794, 0.420092, 0.449720, 0.481775, 0.516808, 0.554558, 0.602310, 0.668314, 0.714664, 0.753902, 0.788126, 0.817074, 0.843869, 0.868453, 0.890088, 0.909570, 0.927260, 0.943693, 0.958377, 0.972641, 0.984203, 27
0.022140, 0.044280, 0.062731, 0.088561, 0.107011, 0.129151, 0.151292, 0.173432, 0.195572, 0.221402, 0.247232, 0.273063, 0.302583, 0.335793, 0.365314, 0.394834, 0.431734, 0.464945, 0.505535, 0.542435, 0.579336, 0.619926, 0.671587, 0.734317, 0.929889, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.996310, 0.016095, 0.036111, 0.056345, 0.077096, 0.098038, 0.118871, 0.139241, 0.160210, 0.181779, 0.203946, 0.226113, 0.248689, 0.271674, 0.296292, 0.320203, 0.345447, 0.372272, 0.399831, 0.428317, 0.458245, 0.491306, 0.526463, 0.565134, 0.609632, 0.675781, 0.731934, 0.773682, 0.807233, 0.835310, 0.861072, 0.882858, 0.903637, 0.921910, 0.937760, 0.951784, 0.964284, 0.974796, 0.984082, 27
0.023077, 0.053846, 0.082692, 0.107692, 0.130769, 0.157692, 0.184615, 0.209615, 0.236538, 0.267308, 0.300000, 0.326923, 0.353846, 0.384615, 0.417308, 0.450000, 0.488462, 0.532692, 0.575000, 0.613462, 0.669231, 0.751923, 0.873077, 0.980769, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.998077, 0.018040, 0.039238, 0.060399, 0.081250, 0.102581, 0.124453, 0.146649, 0.168536, 0.191198, 0.214652, 0.238536, 0.262707, 0.287034, 0.312840, 0.339896, 0.367219, 0.396065, 0.426087, 0.457788, 0.491967, 0.531391, 0.579320, 0.642204, 0.691930, 0.731886, 0.766827, 0.798513, 0.826354, 0.851672, 0.874882, 0.895444, 0.914001, 0.930976, 0.945806, 0.959386, 0.971087, 0.981309, 0.989963, 27
0.028169, 0.051643, 0.070423, 0.091549, 0.110329, 0.133803, 0.152582, 0.176056, 0.199531, 0.225352, 0.246479, 0.272300, 0.298122, 0.328638, 0.356808, 0.401408, 0.438967, 0.478873, 0.514085, 0.546948, 0.575117, 0.607981, 0.687793, 0.753521, 0.845070, 0.995305, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.017832, 0.036413, 0.057109, 0.076715, 0.097335, 0.116666, 0.137880, 0.157872, 0.178977, 0.200126, 0.221759, 0.243470, 0.266305, 0.289636, 0.314234, 0.339758, 0.365183, 0.391853, 0.419670, 0.448798, 0.479193, 0.512222, 0.548282, 0.589808, 0.642090, 0.703432, 0.745718, 0.783652, 0.815138, 0.843583, 0.869845, 0.891115, 0.910908, 0.929059, 0.944698, 0.959521, 0.973782, 0.985100, 27
0.032922, 0.061728, 0.084362, 0.106996, 0.129630, 0.154321, 0.179012, 0.205761, 0.232510, 0.259259, 0.288066, 0.316872, 0.347737, 0.380658, 0.413580, 0.448560, 0.487654, 0.524691, 0.565844, 0.623457, 0.691358, 0.769547, 0.818930, 0.932099, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.018434, 0.038866, 0.059129, 0.080255, 0.101551, 0.122491, 0.143677, 0.165524, 0.187700, 0.210664, 0.233755, 0.257972, 0.282147, 0.307677, 0.333638, 0.361107, 0.389151, 0.419160, 0.450634, 0.483302, 0.519382, 0.562482, 0.615167, 0.676108, 0.716659, 0.752477, 0.784044, 0.812935, 0.838626, 0.862174, 0.883758, 0.903580, 0.921599, 0.937721, 0.952489, 0.966469, 0.979322, 0.989974, 27
0.034420, 0.063406, 0.085145, 0.110507, 0.132246, 0.152174, 0.173913, 0.199275, 0.224638, 0.253623, 0.278986, 0.307971, 0.340580, 0.369565, 0.407609, 0.445652, 0.483696, 0.519928, 0.556159, 0.625000, 0.661232, 0.760870, 0.822464, 0.954710, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.998188, 0.018175, 0.039186, 0.059888, 0.080938, 0.101738, 0.122952, 0.144356, 0.166128, 0.188340, 0.210729, 0.233630, 0.257424, 0.282326, 0.307374, 0.333609, 0.360337, 0.388672, 0.418038, 0.449288, 0.486636, 0.522763, 0.564502, 0.623871, 0.678646, 0.721336, 0.756702, 0.788214, 0.816432, 0.842562, 0.866047, 0.887320, 0.906604, 0.924425, 0.940231, 0.954480, 0.967339, 0.978189, 0.987122, 27
0.032407, 0.062500, 0.085648, 0.104167, 0.129630, 0.152778, 0.173611, 0.199074, 0.226852, 0.254630, 0.284722, 0.312500, 0.344907, 0.375000, 0.407407, 0.444444, 0.479167, 0.516204, 0.569444, 0.611111, 0.659722, 0.747685, 0.810185, 0.958333, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.997685, 0.017693, 0.039630, 0.059928, 0.080022, 0.101305, 0.123114, 0.144108, 0.165659, 0.188465, 0.211141, 0.234557, 0.257770, 0.282182, 0.307399, 0.333730, 0.360307, 0.389125, 0.419753, 0.451292, 0.485575, 0.521391, 0.566004, 0.623832, 0.680491, 0.721697, 0.757555, 0.789159, 0.816658, 0.842614, 0.866191, 0.887346, 0.906550, 0.924072, 0.939901, 0.954036, 0.966800, 0.978031, 0.986861, 27
0.026912, 0.067989, 0.096317, 0.120397, 0.137394, 0.160057, 0.182720, 0.208215, 0.233711, 0.259207, 0.284703, 0.313031, 0.344193, 0.378187, 0.406516, 0.437677, 0.468839, 0.502833, 0.539660, 0.582153, 0.627479, 0.732295, 0.794618, 0.899433, 0.994334, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.998584, 0.017924, 0.039488, 0.060714, 0.081844, 0.102148, 0.123398, 0.144151, 0.166565, 0.188754, 0.211329, 0.234714, 0.257722, 0.281838, 0.307060, 0.332540, 0.359248, 0.386477, 0.415528, 0.445269, 0.477578, 0.513803, 0.553608, 0.600892, 0.665542, 0.711574, 0.750415, 0.782861, 0.813621, 0.840553, 0.865014, 0.887131, 0.906439, 0.924680, 0.940931, 0.955689, 0.968802, 0.979468, 0.988560, 27
0.025959, 0.059819, 0.086907, 0.109481, 0.134312, 0.156885, 0.179458, 0.202032, 0.226862, 0.258465, 0.283296, 0.312641, 0.344244, 0.369074, 0.405192, 0.439052, 0.470655, 0.500000, 0.540632, 0.585779, 0.619639, 0.687359, 0.761851, 0.849887, 0.995485, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.998871, 0.018066, 0.039121, 0.060436, 0.081022, 0.101832, 0.122663, 0.143830, 0.166103, 0.188111, 0.210567, 0.233349, 0.256090, 0.279764, 0.304463, 0.330379, 0.355739, 0.382078, 0.409977, 0.440458, 0.471791, 0.506059, 0.544897, 0.584755, 0.636454, 0.701148, 0.743374, 0.779110, 0.810549, 0.839905, 0.864797, 0.887100, 0.907324, 0.925179, 0.941190, 0.955477, 0.967585, 0.978978, 0.987824, 27
0.026992, 0.055270, 0.078406, 0.104113, 0.127249, 0.152956, 0.178663, 0.204370, 0.230077, 0.258355, 0.289203, 0.317481, 0.348329, 0.375321, 0.407455, 0.440874, 0.471722, 0.510283, 0.553985, 0.606684, 0.674807, 0.758355, 0.829049, 0.952442, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.998715, 0.019485, 0.039879, 0.060160, 0.081743, 0.102943, 0.124124, 0.145290, 0.168255, 0.190400, 0.213463, 0.236699, 0.260403, 0.285152, 0.309848, 0.336288, 0.363251, 0.391092, 0.421954, 0.453509, 0.488263, 0.525383, 0.568332, 0.631469, 0.683781, 0.725699, 0.761068, 0.792729, 0.820861, 0.846819, 0.870458, 0.891552, 0.911067, 0.928268, 0.943831, 0.957597, 0.969955, 0.980726, 0.989780, 27
0.022436, 0.060897, 0.083333, 0.102564, 0.121795, 0.144231, 0.166667, 0.189103, 0.214744, 0.237179, 0.262821, 0.291667, 0.320513, 0.349359, 0.381410, 0.413462, 0.448718, 0.496795, 0.535256, 0.583333, 0.695513, 0.762821, 0.830128, 0.964744, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.996795, 0.016950, 0.037229, 0.058042, 0.078402, 0.098393, 0.120336, 0.141395, 0.162845, 0.184603, 0.205745, 0.228941, 0.251767, 0.275477, 0.299988, 0.324807, 0.351804, 0.378739, 0.407627, 0.439883, 0.474564, 0.512101, 0.551015, 0.600037, 0.663420, 0.707696, 0.743056, 0.775333, 0.805104, 0.831032, 0.855605, 0.877856, 0.898915, 0.917612, 0.934911, 0.950567, 0.965565, 0.978263, 0.986933, 27
